Zone,District,Fiscal Month Number,Year,Month,Diversion Rate-Total,Diversion Rate-Total LOG
Brooklyn South,BKS12,4,2016,10,13.99,1.15
Brooklyn South,BKS13,4,2016,10,13.90,1.14
Brooklyn South,BKS14,4,2016,10,14.51,1.16
Brooklyn South,BKS15,4,2016,10,17.34,1.24
Brooklyn South,BKS18,4,2016,10,14.49,1.16
Bronx,BX01,4,2016,10,6.33,0.80
Bronx,BX02,4,2016,10,11.64,1.07
Bronx,BX03,4,2016,10,8.58,0.93
Bronx,BX04,4,2016,10,10.11,1.00
Bronx,BX05,4,2016,10,11.08,1.04
Bronx,BX06,4,2016,10,13.44,1.13
Bronx,BX07,4,2016,10,12.66,1.10
Bronx,BX08,4,2016,10,19.66,1.29
Bronx,BX09,4,2016,10,8.86,0.95
Bronx,BX10,4,2016,10,18.19,1.26
Bronx,BX11,4,2016,10,13.92,1.14
Bronx,BX12,4,2016,10,15.78,1.20
Manhattan,MN01,4,2016,10,26.51,1.42
Manhattan,MN02,4,2016,10,24.84,1.40
Manhattan,MN03,4,2016,10,13.94,1.14
Manhattan,MN04,4,2016,10,22.60,1.35
Manhattan,MN05,4,2016,10,19.36,1.29
Manhattan,MN06,4,2016,10,22.57,1.35
Manhattan,MN07,4,2016,10,26.12,1.42
Manhattan,MN08,4,2016,10,25.61,1.41
Manhattan,MN09,4,2016,10,16.30,1.21
Manhattan,MN10,4,2016,10,13.90,1.14
Manhattan,MN11,4,2016,10,11.12,1.05
Manhattan,MN12,4,2016,10,15.75,1.20
Queens East,QE07,4,2016,10,17.24,1.24
Queens East,QE08,4,2016,10,15.15,1.18
Queens East,QE10,4,2016,10,18.91,1.28
Queens East,QE11,4,2016,10,21.08,1.32
Queens East,QE12,4,2016,10,13.13,1.12
Queens East,QE13,4,2016,10,17.07,1.23
Queens East,QE14,4,2016,10,10.88,1.04
Queens West,QW01,4,2016,10,,
Queens West,QW02,4,2016,10,19.32,1.29
Queens West,QW03,4,2016,10,13.54,1.13
Queens West,QW04,4,2016,10,13.40,1.13
Queens West,QW05,4,2016,10,24.34,1.39
Queens West,QW06,4,2016,10,20.27,1.31
Queens West,QW09,4,2016,10,17.33,1.24
Staten Island,SI01,4,2016,10,18.44,1.27
Staten Island,SI02,4,2016,10,19.18,1.28
Staten Island,SI03,4,2016,10,19.97,1.30
Brooklyn North,BKN01,3,2016,9,14.45,1.16
Brooklyn North,BKN02,3,2016,9,17.49,1.24
Brooklyn North,BKN03,3,2016,9,10.70,1.03
Brooklyn North,BKN04,3,2016,9,13.06,1.12
Brooklyn North,BKN05,3,2016,9,9.33,0.97
Brooklyn North,BKN08,3,2016,9,14.88,1.17
Brooklyn North,BKN09,3,2016,9,11.38,1.06
Brooklyn North,BKN16,3,2016,9,8.37,0.92
Brooklyn North,BKN17,3,2016,9,13.31,1.12
Brooklyn South,BKS06,3,2016,9,27.99,1.45
Brooklyn South,BKS07,3,2016,9,20.50,1.31
Brooklyn South,BKS10,3,2016,9,24.25,1.38
Brooklyn South,BKS11,3,2016,9,17.68,1.25
Brooklyn South,BKS12,3,2016,9,14.92,1.17
Brooklyn South,BKS13,3,2016,9,12.94,1.11
Brooklyn South,BKS14,3,2016,9,14.03,1.15
Brooklyn South,BKS15,3,2016,9,17.65,1.25
Brooklyn South,BKS18,3,2016,9,14.78,1.17
Bronx,BX01,3,2016,9,6.44,0.81
Bronx,BX02,3,2016,9,12.13,1.08
Bronx,BX03,3,2016,9,8.75,0.94
Bronx,BX04,3,2016,9,10.03,1.00
Bronx,BX05,3,2016,9,11.18,1.05
Bronx,BX06,3,2016,9,12.62,1.10
Bronx,BX07,3,2016,9,12.94,1.11
Bronx,BX08,3,2016,9,20.13,1.30
Bronx,BX09,3,2016,9,9.12,0.96
Bronx,BX10,3,2016,9,18.30,1.26
Bronx,BX11,3,2016,9,14.05,1.15
Bronx,BX12,3,2016,9,16.27,1.21
Manhattan,MN01,3,2016,9,27.15,1.43
Manhattan,MN02,3,2016,9,24.24,1.38
Manhattan,MN03,3,2016,9,13.77,1.14
Manhattan,MN04,3,2016,9,22.29,1.35
Manhattan,MN05,3,2016,9,18.63,1.27
Manhattan,MN06,3,2016,9,22.65,1.36
Manhattan,MN07,3,2016,9,26.41,1.42
Manhattan,MN08,3,2016,9,25.74,1.41
Manhattan,MN09,3,2016,9,16.41,1.22
Manhattan,MN10,3,2016,9,13.79,1.14
Manhattan,MN11,3,2016,9,11.48,1.06
Manhattan,MN12,3,2016,9,15.50,1.19
Queens East,QE07,3,2016,9,17.36,1.24
Queens East,QE08,3,2016,9,15.31,1.18
Queens East,QE10,3,2016,9,16.45,1.22
Queens East,QE11,3,2016,9,21.41,1.33
Queens East,QE12,3,2016,9,13.35,1.13
Queens East,QE13,3,2016,9,17.12,1.23
Queens East,QE14,3,2016,9,11.19,1.05
Queens West,QW01,3,2016,9,18.98,1.28
Queens West,QW02,3,2016,9,18.92,1.28
Queens West,QW03,3,2016,9,13.62,1.13
Queens West,QW04,3,2016,9,13.24,1.12
Queens West,QW05,3,2016,9,23.36,1.37
Queens West,QW06,3,2016,9,20.12,1.30
Queens West,QW09,3,2016,9,17.43,1.24
Staten Island,SI01,3,2016,9,99.68,2.00
Staten Island,SI02,3,2016,9,19.02,1.28
Staten Island,SI03,3,2016,9,20.31,1.31
