Zone,District,Year,Month,Capture Rate-Paper ,Capture Rate-MGP,Capture Rate-Total
Queens West,QW04,2016,6,34.88,53.28,41.87
Queens West,QW05,2016,6,48.94,84.48,62.44
Queens West,QW06,2016,6,30.08,71.27,40.00
Queens West,QW09,2016,6,41.94,73.66,53.99
Staten Island,SI01,2016,6,45.03,81.73,58.08
Staten Island,SI02,2016,6,49.65,81.33,60.91
Staten Island,SI03,2016,6,53.29,91.18,66.76
Brooklyn North,BKN01,2016,3,42.80,,44.39
Brooklyn North,BKN02,2016,3,31.23,55.60,38.15
Brooklyn North,BKN03,2016,3,31.90,41.00,35.62
Brooklyn North,BKN04,2016,3,31.53,62.13,44.07
Brooklyn North,BKN05,2016,3,23.58,40.99,30.71
Brooklyn North,BKN08,2016,3,41.93,54.87,47.23
Brooklyn North,BKN09,2016,3,28.24,40.87,32.84
Brooklyn North,BKN16,2016,3,21.95,31.96,26.05
Brooklyn North,BKN17,2016,3,26.95,56.36,37.66
Brooklyn South,BKS06,2016,3,44.44,83.35,55.49
Brooklyn South,BKS07,2016,3,44.91,67.59,53.16
Brooklyn South,BKS10,2016,3,51.71,73.64,59.69
Brooklyn South,BKS11,2016,3,43.97,61.34,50.30
Brooklyn South,BKS12,2016,3,50.65,42.30,47.23
Brooklyn South,BKS13,2016,3,39.68,49.91,44.28
Brooklyn South,BKS14,2016,3,31.58,53.27,38.36
Brooklyn South,BKS15,2016,3,46.28,58.94,50.88
Brooklyn South,BKS18,2016,3,31.44,56.70,39.51
Bronx,BX01,2016,3,19.18,23.21,21.00
Bronx,BX02,2016,3,33.21,49.82,40.69
Bronx,BX03,2016,3,26.82,37.85,31.78
Bronx,BX04,2016,3,28.63,44.10,35.59
Bronx,BX05,2016,3,28.91,49.37,38.12
Bronx,BX06,2016,3,34.75,39.32,36.81
Bronx,BX07,2016,3,32.27,55.68,42.81
Bronx,BX08,2016,3,39.54,76.14,50.99
Bronx,BX09,2016,3,22.54,39.39,29.45
Bronx,BX10,2016,3,38.88,64.56,48.23
Bronx,BX11,2016,3,32.41,52.46,39.71
Bronx,BX12,2016,3,32.19,70.91,46.28
Manhattan,MN01,2016,3,46.35,68.46,52.04
Manhattan,MN02,2016,3,38.91,74.57,48.08
Manhattan,MN03,2016,3,42.58,42.72,42.64
Manhattan,MN04,2016,3,32.46,73.10,42.92
Manhattan,MN05,2016,3,31.35,56.49,37.82
Manhattan,MN06,2016,3,34.10,69.89,43.31
Manhattan,MN07,2016,3,42.74,73.74,50.71
Manhattan,MN08,2016,3,42.95,72.36,50.52
Manhattan,MN09,2016,3,55.64,44.71,50.72
Manhattan,MN10,2016,3,38.56,51.19,44.24
Manhattan,MN11,2016,3,40.96,32.71,37.24
Manhattan,MN12,2016,3,42.60,57.02,49.09
Queens East,QE07,2016,3,44.68,62.15,51.04
Queens East,QE08,2016,3,28.95,52.15,35.54
Queens East,QE10,2016,3,34.64,77.93,48.47
Queens East,QE11,2016,3,48.14,79.84,58.27
Queens East,QE12,2016,3,33.64,64.87,46.72
Queens East,QE13,2016,3,33.13,78.76,47.71
Queens East,QE14,2016,3,28.97,36.32,31.65
Queens West,QW01,2016,3,44.22,72.57,54.54
Queens West,QW02,2016,3,47.29,69.73,55.45
Queens West,QW03,2016,3,30.29,57.99,40.37
Queens West,QW04,2016,3,30.89,52.36,38.70
Queens West,QW05,2016,3,46.09,81.09,58.83
Queens West,QW06,2016,3,30.22,66.23,39.49
Queens West,QW09,2016,3,39.49,72.54,51.52
Staten Island,SI01,2016,3,35.56,70.82,46.83
Staten Island,SI02,2016,3,40.55,73.17,50.98
Staten Island,SI03,2016,3,43.20,76.82,53.94
Brooklyn North,BKN01,2016,5,44.36,47.46,45.62
Brooklyn North,BKN02,2016,5,33.20,54.53,39.50
Brooklyn North,BKN03,2016,5,31.41,39.19,34.57
Brooklyn North,BKN04,2016,5,31.20,59.55,42.73
Brooklyn North,BKN05,2016,5,21.96,39.66,29.15
Brooklyn North,BKN08,2016,5,41.20,53.90,46.36
Brooklyn North,BKN09,2016,5,32.14,40.22,35.21
Brooklyn North,BKN16,2016,5,21.00,32.51,25.68
Brooklyn North,BKN17,2016,5,28.89,55.70,39.07
Brooklyn South,BKS06,2016,5,48.37,84.83,59.15
Brooklyn South,BKS07,2016,5,60.90,67.14,63.27
Brooklyn South,BKS10,2016,5,55.63,73.96,62.60
Brooklyn South,BKS11,2016,5,48.08,62.35,53.50
Brooklyn South,BKS12,2016,5,51.87,43.22,48.35
Brooklyn South,BKS13,2016,5,40.38,50.03,44.59
Brooklyn South,BKS14,2016,5,37.29,54.22,43.10
Brooklyn South,BKS15,2016,5,50.07,61.50,54.41
Brooklyn South,BKS18,2016,5,42.03,66.67,50.79
Bronx,BX01,2016,5,19.03,25.32,21.78
Bronx,BX02,2016,5,31.36,54.24,41.35
Bronx,BX03,2016,5,26.13,41.26,32.74
Bronx,BX04,2016,5,28.07,45.81,35.82
Bronx,BX05,2016,5,28.52,52.41,38.95
Bronx,BX06,2016,5,37.07,41.13,38.85
Bronx,BX07,2016,5,32.56,58.82,44.03
Bronx,BX08,2016,5,47.51,78.55,58.16
Bronx,BX09,2016,5,21.44,38.60,28.42
Bronx,BX10,2016,5,41.55,65.84,50.77
Bronx,BX11,2016,5,35.23,53.51,42.18
Bronx,BX12,2016,5,34.01,69.82,47.61
Manhattan,MN01,2016,5,43.73,74.00,51.02
Manhattan,MN02,2016,5,38.56,82.39,49.12
Manhattan,MN03,2016,5,43.59,43.59,43.59
Manhattan,MN04,2016,5,33.42,81.92,45.10
Manhattan,MN05,2016,5,31.09,60.48,38.17
Manhattan,MN06,2016,5,33.87,75.90,43.99
Manhattan,MN07,2016,5,42.68,79.29,51.50
Manhattan,MN08,2016,5,42.65,79.60,51.55
Manhattan,MN09,2016,5,59.21,47.84,54.25
Manhattan,MN10,2016,5,37.47,55.19,45.20
Manhattan,MN11,2016,5,42.71,32.87,38.41
Manhattan,MN12,2016,5,45.03,60.40,51.74
Queens East,QE07,2016,5,47.98,62.38,53.45
Queens East,QE08,2016,5,30.12,49.67,35.90
Queens East,QE10,2016,5,44.39,84.96,58.82
Queens East,QE11,2016,5,63.26,86.20,71.42
Queens East,QE12,2016,5,37.68,62.34,49.00
Queens East,QE13,2016,5,41.42,87.28,57.73
Queens East,QE14,2016,5,31.81,38.72,34.43
Queens West,QW01,2016,5,50.11,73.56,59.02
Queens West,QW02,2016,5,52.38,67.90,58.28
Queens West,QW03,2016,5,32.07,57.83,41.86
Queens West,QW04,2016,5,33.21,52.69,40.61
Queens West,QW05,2016,5,49.35,83.06,62.15
Queens West,QW06,2016,5,30.05,71.25,39.97
Queens West,QW09,2016,5,41.68,72.69,53.46
Staten Island,SI01,2016,5,45.58,79.08,57.49
Staten Island,SI02,2016,5,51.48,79.84,61.56
Staten Island,SI03,2016,5,53.92,84.08,64.65
Brooklyn North,BKN01,2016,11,46.80,39.94,43.69
Brooklyn North,BKN02,2016,11,31.15,52.79,37.11
Brooklyn North,BKN03,2016,11,33.83,33.64,33.75
Brooklyn North,BKN04,2016,11,34.05,50.72,41.61
Brooklyn North,BKN05,2016,11,25.44,35.13,29.84
Brooklyn North,BKN08,2016,11,46.25,46.86,46.53
Brooklyn North,BKN09,2016,11,29.84,42.17,34.05
Brooklyn North,BKN16,2016,11,24.34,28.47,26.21
Brooklyn North,BKN17,2016,11,27.99,58.53,38.41
Brooklyn South,BKS06,2016,11,46.21,78.92,55.21
Brooklyn South,BKS07,2016,11,44.93,74.19,54.91
Brooklyn South,BKS10,2016,11,54.24,74.21,61.05
Brooklyn South,BKS11,2016,11,45.19,64.60,51.81
Brooklyn South,BKS12,2016,11,53.38,33.82,44.50
Brooklyn South,BKS13,2016,11,39.37,41.16,40.15
Brooklyn South,BKS14,2016,11,32.06,47.47,36.94
Brooklyn South,BKS15,2016,11,46.58,60.82,51.44
Brooklyn South,BKS18,2016,11,32.21,55.61,39.58
Bronx,BX01,2016,11,17.18,22.38,19.45
Bronx,BX02,2016,11,25.62,42.94,33.17
Bronx,BX03,2016,11,23.06,33.06,27.42
Bronx,BX04,2016,11,27.10,38.97,32.28
Bronx,BX05,2016,11,26.93,47.26,35.80
Bronx,BX06,2016,11,33.35,37.08,34.97
Bronx,BX07,2016,11,30.12,52.95,40.07
Bronx,BX08,2016,11,43.51,73.61,53.05
Bronx,BX09,2016,11,22.97,32.25,27.18
Bronx,BX10,2016,11,41.50,68.60,50.75
Bronx,BX11,2016,11,33.28,52.82,39.95
Bronx,BX12,2016,11,32.36,71.61,45.75
Manhattan,MN01,2016,11,45.16,70.02,50.86
Manhattan,MN02,2016,11,36.47,74.56,45.21
Manhattan,MN03,2016,11,42.53,38.18,40.63
Manhattan,MN04,2016,11,,74.22,41.72
Manhattan,MN05,2016,11,30.79,57.00,36.80
Manhattan,MN06,2016,11,33.00,68.99,41.26
Manhattan,MN07,2016,11,41.15,74.26,48.75
Manhattan,MN08,2016,11,41.66,74.78,49.26
Manhattan,MN09,2016,11,54.47,45.13,50.40
Manhattan,MN10,2016,11,36.05,45.34,40.10
Manhattan,MN11,2016,11,41.15,30.04,36.31
Manhattan,MN12,2016,11,42.01,53.94,47.21
Queens East,QE07,2016,11,45.20,61.63,50.81
Queens East,QE08,2016,11,26.73,43.34,31.30
Queens East,QE10,2016,11,35.64,74.56,47.89
Queens East,QE11,2016,11,46.38,70.25,53.89
Queens East,QE12,2016,11,32.35,62.81,44.45
Queens East,QE13,2016,11,32.25,74.85,45.66
Queens East,QE14,2016,11,30.06,37.50,32.60
Queens West,QW01,2016,11,47.33,84.40,59.98
Queens West,QW02,2016,11,51.36,77.60,60.31
Queens West,QW03,2016,11,31.25,61.26,41.49
Queens West,QW04,2016,11,32.83,53.95,40.04
Queens West,QW05,2016,11,47.25,83.20,59.52
Queens West,QW06,2016,11,28.62,74.35,39.12
Queens West,QW09,2016,11,39.62,74.83,51.63
Staten Island,SI01,2016,11,37.42,63.37,45.59
Staten Island,SI02,2016,11,41.65,64.06,48.71
Staten Island,SI03,2016,11,44.15,66.58,51.21
Brooklyn North,BKN01,2016,10,49.85,40.97,45.82
Brooklyn North,BKN02,2016,10,32.81,53.93,38.62
Brooklyn North,BKN03,2016,10,35.28,34.88,35.10
Brooklyn North,BKN04,2016,10,35.48,52.44,43.18
Brooklyn North,BKN05,2016,10,26.62,34.76,30.31
Brooklyn North,BKN08,2016,10,46.87,48.20,47.48
Brooklyn North,BKN09,2016,10,29.86,43.42,34.49
Brooklyn North,BKN16,2016,10,24.90,29.69,27.07
Brooklyn North,BKN17,2016,10,28.93,62.15,40.26
Brooklyn South,BKS06,2016,10,45.88,85.62,56.82
Brooklyn South,BKS07,2016,10,45.23,77.82,56.35
Brooklyn South,BKS10,2016,10,55.30,79.15,63.44
Brooklyn South,BKS11,2016,10,47.56,68.72,54.78
Brooklyn South,BKS12,2016,10,53.69,38.15,46.64
Brooklyn South,BKS13,2016,10,39.81,53.30,45.69
Brooklyn South,BKS14,2016,10,32.44,55.71,39.81
Brooklyn South,BKS15,2016,10,48.53,64.49,53.98
Brooklyn South,BKS18,2016,10,33.64,60.23,42.00
Bronx,BX01,2016,10,18.85,23.33,20.80
Bronx,BX02,2016,10,30.17,48.72,
Bronx,BX03,2016,10,24.48,33.01,28.20
Bronx,BX04,2016,10,28.02,39.94,33.22
Bronx,BX05,2016,10,27.79,47.52,36.40
Bronx,BX06,2016,10,32.86,35.92,34.20
Bronx,BX07,2016,10,31.79,54.26,41.59
Bronx,BX08,2016,10,44.82,76.63,54.90
Bronx,BX09,2016,10,25.21,34.77,29.55
Bronx,BX10,2016,10,43.05,72.32,53.03
Bronx,BX11,2016,10,35.89,57.68,43.32
Bronx,BX12,2016,10,33.81,78.68,49.12
Manhattan,MN01,2016,10,44.00,72.58,50.56
Manhattan,MN02,2016,10,37.31,77.56,46.55
Manhattan,MN03,2016,10,44.44,40.68,42.80
Manhattan,MN04,2016,10,33.52,78.50,43.84
Manhattan,MN05,2016,10,31.65,57.41,37.56
Manhattan,MN06,2016,10,35.02,73.25,43.79
Manhattan,MN07,2016,10,41.36,75.33,49.16
Manhattan,MN08,2016,10,41.45,76.08,49.39
Manhattan,MN09,2016,10,53.97,45.94,50.47
Manhattan,MN10,2016,10,38.53,48.51,42.88
Manhattan,MN11,2016,10,41.00,30.74,36.52
Manhattan,MN12,2016,10,44.51,56.64,49.80
Queens East,QE07,2016,10,47.46,65.63,53.66
Queens East,QE08,2016,10,28.40,47.35,33.62
Queens East,QE10,2016,10,37.05,73.53,48.53
Queens East,QE11,2016,10,52.26,80.36,61.10
Queens East,QE12,2016,10,34.47,65.04,46.61
Queens East,QE13,2016,10,35.63,79.63,49.47
Queens East,QE14,2016,10,30.60,40.21,33.88
Queens West,QW01,2016,10,49.44,79.79,59.80
Queens West,QW02,2016,10,52.51,74.88,60.14
Queens West,QW03,2016,10,31.38,62.97,42.16
Queens West,QW04,2016,10,33.13,58.30,41.71
Queens West,QW05,2016,10,48.10,85.82,60.97
Queens West,QW06,2016,10,30.29,69.65,39.32
Queens West,QW09,2016,10,40.97,78.96,53.94
Staten Island,SI01,2016,10,39.34,69.17,48.73
Staten Island,SI02,2016,10,45.47,71.04,53.52
Staten Island,SI03,2016,10,47.20,76.39,56.39
Brooklyn North,BKN01,2016,9,51.43,42.18,47.23
Brooklyn North,BKN02,2016,9,32.40,53.56,38.23
Brooklyn North,BKN03,2016,9,35.62,35.72,35.66
Brooklyn North,BKN04,2016,9,35.06,53.74,43.54
Brooklyn North,BKN05,2016,9,26.85,36.23,31.11
Brooklyn North,BKN08,2016,9,46.63,49.93,48.13
Brooklyn North,BKN09,2016,9,30.25,45.43,35.43
Brooklyn North,BKN16,2016,9,25.47,30.85,27.91
Brooklyn North,BKN17,2016,9,28.82,65.79,41.43
Brooklyn South,BKS06,2016,9,45.63,82.28,55.72
Brooklyn South,BKS07,2016,9,47.38,76.51,57.32
Brooklyn South,BKS10,2016,9,57.66,79.80,65.21
Brooklyn South,BKS11,2016,9,48.76,67.14,55.03
Brooklyn South,BKS12,2016,9,59.57,37.87,49.72
Brooklyn South,BKS13,2016,9,40.44,45.18,42.51
Brooklyn South,BKS14,2016,9,33.26,52.29,39.29
Brooklyn South,BKS15,2016,9,49.98,64.53,54.95
Brooklyn South,BKS18,2016,9,33.68,62.74,42.83
Bronx,BX01,2016,9,19.71,23.00,21.15
Bronx,BX02,2016,9,31.99,50.04,39.86
Bronx,BX03,2016,9,25.20,33.38,28.77
Bronx,BX04,2016,9,27.69,39.74,32.94
Bronx,BX05,2016,9,28.21,47.78,36.74
Bronx,BX06,2016,9,34.92,37.40,36.00
Bronx,BX07,2016,9,33.23,54.51,42.51
Bronx,BX08,2016,9,45.64,79.19,56.27
Bronx,BX09,2016,9,26.16,35.52,30.40
Bronx,BX10,2016,9,42.71,75.27,53.82
Bronx,BX11,2016,9,35.27,60.07,43.73
Bronx,BX12,2016,9,34.81,81.28,50.66
Manhattan,MN01,2016,9,45.75,72.13,51.80
Manhattan,MN02,2016,9,37.41,75.42,46.13
Manhattan,MN03,2016,9,45.76,40.21,43.34
Manhattan,MN04,2016,9,33.00,77.59,43.23
Manhattan,MN05,2016,9,30.52,,36.14
Manhattan,MN06,2016,9,35.18,73.35,43.94
Manhattan,MN07,2016,9,43.06,73.87,50.13
Manhattan,MN08,2016,9,42.33,73.93,49.58
Manhattan,MN09,2016,9,58.14,44.86,52.35
Manhattan,MN10,2016,9,39.01,49.05,43.39
Manhattan,MN11,2016,9,42.84,31.08,37.71
Manhattan,MN12,2016,9,46.03,55.47,50.15
Queens East,QE07,2016,9,48.40,64.95,54.05
Queens East,QE08,2016,9,28.22,49.05,33.96
Queens East,QE10,2016,9,,74.13,47.68
Queens East,QE11,2016,9,53.49,80.74,62.07
Queens East,QE12,2016,9,33.47,68.44,47.36
Queens East,QE13,2016,9,34.42,82.75,49.63
Queens East,QE14,2016,9,30.37,43.48,34.84
Queens West,QW01,2016,9,48.44,79.63,59.08
Queens West,QW02,2016,9,50.92,74.35,
Queens West,QW03,2016,9,31.34,63.75,42.40
Queens West,QW04,2016,9,33.57,55.93,41.20
Queens West,QW05,2016,9,48.02,90.47,62.50
Queens West,QW06,2016,9,30.42,67.96,39.03
Queens West,QW09,2016,9,41.11,79.70,54.27
Staten Island,SI01,2016,9,39.52,71.72,49.65
Staten Island,SI02,2016,9,44.46,74.96,54.06
Staten Island,SI03,2016,9,48.21,79.50,58.06
